metric_item_label,metric_cat_label,metric_subcat_label,metric_item_label_subtitle,metric_cat_item_yaxis_label,metric_source_desc_label_fn,metric_source_desc_label_url_fn,geo_label_city,geo_label_state,geo_label_citystate,geo_fips_code,value,date_label,geo_label_proxy_or_real,geo_label_proxy_footnote,geo_fips_desc,date_label_proxy_or_real,date_label_proxy_footnote,value_ci_flag_yesno,value_95_ci_low,value_95_ci_high,value_90_ci_low,value_90_ci_high,geo_strata_region,geo_strata_poverty,geo_strata_Population,geo_strata_PopDensity,geo_strata_Segregation,strata_race_label,strata_sex_label,strata_race_sex_label
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,New York City,NY,"New York City, NY",3651000,3437.200387,2020,real,,place,real,,yes,3309.331105,3565.069669,,,Northeast,Less poor cities (<20% poor),Largest (>1.3 million),Highest pop. density (>10k per sq mi),Highly Segregated (50%+),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,New York City,NY,"New York City, NY",3651000,3098.996472,2019,real,,place,real,,yes,2988.748943,3209.244,,,Northeast,Less poor cities (<20% poor),Largest (>1.3 million),Highest pop. density (>10k per sq mi),Highly Segregated (50%+),Asian/PI,Both,
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Las Vegas,NV,"Las Vegas, NV",3240000,5208.539639,2014,proxy,County level data were used,place,real,,yes,4945.790381,5471.288897,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Seattle,WA,"Seattle, WA",5363000,3350.04833,2012,real,,place,real,,yes,3071.44339,3628.653269,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,2559.651216,2020,real,,place,real,,yes,2064.1689,3055.133531,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Phoenix,AZ,"Phoenix, AZ",0455000,3779.74652,2010,real,,place,real,,yes,2494.570879,5064.92216,,,West,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Long Beach,CA,"Long Beach, CA",0643000,5451.446585,2015,real,,place,real,,yes,4993.704674,5909.188495,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Chicago,IL,"Chicago, IL",1714000,2974.399457,2017,real,,place,real,,yes,2788.7293,3160.069614,,,Midwest,Less poor cities (<20% poor),Largest (>1.3 million),Highest pop. density (>10k per sq mi),Highly Segregated (50%+),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Denver,CO,"Denver, CO",0820000,4453.101832,2017,real,,place,real,,yes,4031.750146,4874.453518,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Portland,OR,"Portland, OR",4159000,3830.983729,2020,real,,place,real,,yes,2876.140832,4785.826625,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Denver,CO,"Denver, CO",0820000,7962.470916,2015,real,,place,real,,yes,7410.908358,8514.033475,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Boston,MA,"Boston, MA",2507000,4648.656764,2012,real,,place,real,,yes,4154.898478,5142.41505,,,Northeast,Less poor cities (<20% poor),Smaller (<1.3 million),Highest pop. density (>10k per sq mi),Less Segregated (<50%),Black,Female,Black Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Dallas,TX,"Dallas, TX",4819000,4317.515713,2013,real,,place,real,,yes,3982.283859,4652.747567,,,South,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),White,Female,White Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,San Antonio,TX,"San Antonio, TX",4865000,5729.176242,2012,real,,place,real,,yes,5325.204705,6133.147778,,,South,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Austin,TX,"Austin, TX",4805000,3388.726073,2020,real,,place,real,,yes,3023.419641,3754.032506,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Columbus,OH,"Columbus, OH",3918000,3076.18364,2020,real,,place,real,,yes,2253.372744,3898.994536,,,Midwest,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,San Francisco,CA,"San Francisco, CA",0667000,2389.091951,2017,real,,place,real,,yes,1986.175648,2792.008254,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Highest pop. density (>10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,San Diego,CA,"San Diego, CA",0666000,2697.655983,2017,real,,place,real,,yes,2463.006173,2932.305792,,,West,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Dallas,TX,"Dallas, TX",4819000,3717.202815,2020,real,,place,real,,yes,3427.042401,4007.36323,,,South,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Seattle,WA,"Seattle, WA",5363000,5587.080493,2015,real,,place,real,,yes,4577.774142,6596.386843,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,3741.282288,2015,real,,place,real,,yes,3200.383229,4282.181346,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Kansas City,MO,"Kansas City, MO",2938000,7819.591329,2019,real,,place,real,,yes,5216.30914,10422.87352,,,Midwest,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Both,
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Houston,TX,"Houston, TX",4835000,5619.57391,2012,real,,place,real,,yes,5280.351016,5958.796804,,,South,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),White,Female,White Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Austin,TX,"Austin, TX",4805000,5450.118663,2015,real,,place,real,,yes,5077.019919,5823.217407,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,New York City,NY,"New York City, NY",3651000,5406.537992,2014,real,,place,real,,yes,5276.549027,5536.526958,,,Northeast,Less poor cities (<20% poor),Largest (>1.3 million),Highest pop. density (>10k per sq mi),Highly Segregated (50%+),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Portland,OR,"Portland, OR",4159000,5709.11336,2015,real,,place,real,,yes,4829.967548,6588.259172,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Long Beach,CA,"Long Beach, CA",0643000,2756.13611,2017,real,,place,real,,yes,2439.587548,3072.684672,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Louisville,KY,"Louisville, KY",2148006,2610.044131,2016,proxy,County level data were used,place,real,,yes,1842.19631,3377.891953,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Tucson,AZ,"Tucson, AZ",0477000,5156.237134,2017,real,,place,real,,yes,4718.223022,5594.251247,,,West,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Phoenix,AZ,"Phoenix, AZ",0455000,3444.382815,2017,real,,place,real,,yes,3241.270766,3647.494864,,,West,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Milwaukee,WI,"Milwaukee, WI",5553000,4697.394892,2020,real,,place,real,,yes,3976.423378,5418.366407,,,Midwest,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Charlotte,NC,"Charlotte, NC",3712000,3185.318097,2017,real,,place,real,,yes,2632.742647,3737.893546,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Both,
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Fort Worth,TX,"Fort Worth, TX",4827000,5282.729937,2012,real,,place,real,,yes,4908.055205,5657.404668,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Las Vegas,NV,"Las Vegas, NV",3240000,3432.779199,2020,proxy,County level data were used,place,real,,yes,3188.780188,3676.778209,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Kansas City,MO,"Kansas City, MO",2938000,7710.258023,2012,real,,place,real,,yes,6999.812654,8420.703392,,,Midwest,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Female,Black Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Baltimore,MD,"Baltimore, MD",2404000,3447.658935,2019,real,,place,real,,yes,2292.962846,4602.355025,,,South,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Both,
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Louisville,KY,"Louisville, KY",2148006,3782.342428,2020,proxy,County level data were used,place,real,,yes,2730.346274,4834.338583,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Seattle,WA,"Seattle, WA",5363000,2936.965116,2016,real,,place,real,,yes,2148.81344,3725.116792,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Tucson,AZ,"Tucson, AZ",0477000,3924.221591,2010,real,,place,real,,yes,2537.814176,5310.629006,,,West,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Minneapolis,MN,"Minneapolis, MN",2743000,6753.77046,2019,real,,place,real,,yes,5247.586673,8259.954247,,,Midwest,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Both,
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,El Paso,TX,"El Paso, TX",4824000,5479.894372,2012,real,,place,real,,yes,4709.314054,6250.47469,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Dallas,TX,"Dallas, TX",4819000,4379.082707,2012,real,,place,real,,yes,4025.641583,4732.523832,,,South,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),White,Female,White Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,San Francisco,CA,"San Francisco, CA",0667000,5339.226035,2016,real,,place,real,,yes,4788.180821,5890.271249,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Highest pop. density (>10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,San Diego,CA,"San Diego, CA",0666000,2803.796339,2010,real,,place,real,,yes,2357.575423,3250.017256,,,West,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,San Diego,CA,"San Diego, CA",0666000,5101.686163,2016,real,,place,real,,yes,4782.434778,5420.937548,,,West,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Chicago,IL,"Chicago, IL",1714000,6277.115793,2016,real,,place,real,,yes,6014.631247,6539.600339,,,Midwest,Less poor cities (<20% poor),Largest (>1.3 million),Highest pop. density (>10k per sq mi),Highly Segregated (50%+),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Houston,TX,"Houston, TX",4835000,4220.616696,2016,real,,place,real,,yes,4033.008826,4408.224565,,,South,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Fort Worth,TX,"Fort Worth, TX",4827000,3184.229895,2016,real,,place,real,,yes,2885.425299,3483.034491,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,San Francisco,CA,"San Francisco, CA",0667000,2160.940087,2010,real,,place,real,,yes,1792.387858,2529.492315,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Highest pop. density (>10k per sq mi),Less Segregated (<50%),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Austin,TX,"Austin, TX",4805000,7264.682898,2012,real,,place,real,,yes,6279.192993,8250.172804,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Female,Black Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Boston,MA,"Boston, MA",2507000,6932.959783,2016,real,,place,real,,yes,6232.727764,7633.191802,,,Northeast,Less poor cities (<20% poor),Smaller (<1.3 million),Highest pop. density (>10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Minneapolis,MN,"Minneapolis, MN",2743000,5315.644758,2016,real,,place,real,,yes,4277.327594,6353.961921,,,Midwest,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Male,Hispanic Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Memphis,TN,"Memphis, TN",4748000,9002.122502,2012,real,,place,real,,yes,8574.460821,9429.784184,,,South,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Black,Female,Black Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Portland,OR,"Portland, OR",4159000,5296.969082,2015,real,,place,real,,yes,4418.263593,6175.674571,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Both,
